vehicleTypeMatch,priceWithinBudget,priceToBudgetRatio,durationInDays,popularityScore,userTypeAffinityScore,isGoodMatch
0,0,1.68,4,2,0,0
1,0,1.3,1,6,1,1
0,1,0.73,9,3,1,0
1,1,0.81,10,6,1,1
1,1,0.81,8,5,1,1
1,1,0.87,7,3,1,1
0,0,1.93,6,5,0,0
0,0,1.09,3,2,0,0
0,0,2.11,4,3,1,0
1,1,0.78,2,1,1,1
0,1,0.65,7,6,0,1
1,0,2.17,2,6,1,0
1,0,2.09,14,6,0,0
1,0,2.43,10,1,0,0
1,1,0.57,1,2,1,1
0,1,0.87,6,4,0,0
1,1,0.59,4,4,1,1
1,1,0.32,8,5,2,1
0,1,0.34,1,3,0,1
1,0,2.36,9,1,4,0
0,1,0.97,6,7,1,0
1,1,0.78,14,4,2,1
1,1,0.56,2,4,3,1
0,1,0.96,8,1,0,0
1,1,0.76,5,3,2,1
1,1,0.89,5,4,2,1
1,0,2.33,5,5,1,0
1,1,0.57,7,5,2,1
1,0,2.0,7,4,1,0
0,0,1.55,10,1,0,0
0,1,0.5,11,4,0,0
0,1,0.84,7,7,1,1
1,0,1.26,12,8,2,1
1,1,0.81,10,7,2,1
1,1,0.63,2,2,0,1
1,0,1.73,8,5,4,0
0,1,0.34,1,5,3,1
0,1,0.56,13,3,4,0
0,1,0.62,14,6,0,0
0,1,0.73,2,4,2,0
0,0,1.06,11,3,0,0
1,1,0.99,7,2,6,1
0,1,0.55,4,4,2,1
0,1,0.89,11,5,1,0
0,0,1.87,10,6,2,0
0,1,0.39,10,10,2,1
1,1,0.86,9,3,4,1
1,0,2.28,11,8,1,0
1,1,0.67,9,3,2,1
1,1,0.66,14,5,1,1
0,0,1.6,3,8,0,0
1,1,0.76,13,3,0,1
0,1,0.94,14,5,0,0
0,1,0.37,13,5,2,1
0,1,0.48,3,5,1,0
0,1,0.93,9,4,0,1
0,1,0.5,13,1,2,0
0,1,0.76,10,6,3,0
1,0,1.7,12,2,0,0
0,1,0.72,8,2,0,0
0,0,2.09,1,4,0,0
1,0,1.74,6,5,1,0
0,0,2.29,7,4,3,0
0,1,0.82,14,4,5,1
1,0,2.37,11,3,1,0
0,0,2.27,14,2,1,0
0,0,2.07,8,5,3,0
1,0,2.23,12,6,0,0
0,1,0.32,12,6,0,1
1,1,0.87,2,2,0,1
1,0,1.85,14,6,2,0
0,1,0.51,1,6,1,0
1,1,0.37,4,3,0,1
1,1,0.34,1,5,3,1
0,1,0.54,2,8,2,1
1,1,0.86,3,2,2,1
0,0,1.19,4,5,2,0
1,1,0.93,12,2,0,1
0,1,0.94,12,5,0,0
1,1,0.94,6,4,0,1
0,1,0.67,8,4,1,0
1,0,1.27,9,3,1,0
0,1,0.86,4,3,3,0
1,1,0.45,1,2,4,1
1,1,0.49,14,3,2,1
1,0,1.93,5,4,5,0
1,1,0.66,5,4,2,1
1,1,0.53,9,2,1,1
1,1,0.41,6,4,1,1
1,1,0.62,5,3,1,1
0,1,0.91,10,1,2,0
1,0,1.04,10,5,2,0
1,0,1.98,5,5,0,0
1,0,1.09,8,6,1,0
1,1,0.42,11,2,2,1
0,0,1.92,1,0,0,0
0,1,0.62,5,6,1,1
1,1,0.76,1,4,0,1
1,0,1.86,7,5,3,1
1,0,1.15,14,2,2,0
1,0,2.4,7,9,4,0
1,1,0.58,13,2,2,1
0,0,1.28,10,3,2,0
1,0,1.85,8,3,1,0
1,1,0.38,14,3,2,1
0,1,0.5,7,1,1,1
1,0,1.95,11,4,0,0
1,1,0.58,9,1,1,1
0,1,0.38,8,6,0,1
0,1,0.32,8,6,2,1
1,1,0.76,3,6,1,1
0,0,1.09,10,2,0,0
1,1,0.8,4,4,3,1
1,1,0.76,4,3,1,1
1,0,1.99,1,4,2,0
1,1,0.5,6,3,0,1
0,1,0.39,2,1,2,1
1,0,2.47,9,7,0,0
0,0,2.46,14,4,2,0
1,1,0.44,1,4,5,1
0,0,2.44,1,3,2,0
1,1,0.98,11,2,1,1
0,0,2.09,13,2,1,0
0,0,1.12,10,3,1,0
0,1,0.49,11,7,0,1
0,1,0.45,6,3,2,1
1,1,0.85,13,3,0,1
0,1,0.78,1,4,2,1
1,0,1.48,12,5,2,0
1,1,0.69,3,3,0,1
1,1,0.69,10,2,1,1
0,0,2.37,2,3,3,0
0,1,0.49,13,3,2,1
1,0,2.29,11,6,0,0
0,1,0.91,9,2,1,0
0,1,0.52,5,3,2,1
1,1,0.68,6,6,1,1
1,1,0.79,2,5,1,1
1,1,1.0,8,9,1,1
0,0,1.72,6,1,2,0
1,1,0.6,11,7,2,1
0,0,1.3,12,4,3,0
0,1,0.86,8,3,2,1
1,1,0.81,8,3,1,1
0,1,0.62,14,3,0,0
0,0,1.29,1,1,2,0
0,1,0.73,7,5,2,1
1,1,0.91,2,4,1,1
1,0,1.79,11,3,0,0
1,1,0.38,8,0,0,1
1,0,2.27,12,6,1,0
0,1,0.63,2,5,5,1
1,0,2.1,4,8,1,0
0,1,0.77,2,5,1,1
0,0,1.41,13,2,3,0
1,0,1.11,7,6,0,0
1,1,0.7,5,2,1,1
0,0,1.25,13,5,4,0
0,1,0.88,11,4,1,0
0,0,1.37,13,4,1,0
0,1,0.62,11,6,1,1
1,1,0.6,9,4,1,1
1,0,1.36,5,7,1,0
1,0,1.75,11,5,1,0
1,1,0.47,8,3,1,1
0,1,0.96,2,4,3,1
1,1,0.87,3,4,6,1
1,1,0.87,6,5,1,1
1,1,0.44,11,4,0,1
1,0,2.08,7,4,3,0
1,0,1.13,14,6,2,0
0,0,2.01,10,4,2,0
1,0,1.97,8,5,1,1
0,0,1.34,3,3,0,0
0,1,0.81,7,4,1,0
0,1,0.48,8,2,3,1
0,1,0.58,10,5,1,0
1,0,1.02,6,6,1,0
1,1,0.47,4,4,3,1
1,1,0.56,13,3,4,1
1,1,0.51,6,5,1,1
1,0,1.52,9,10,1,1
0,0,1.25,3,4,1,0
0,0,2.15,2,3,2,0
1,0,1.1,5,5,1,0
1,1,0.87,7,1,2,1
1,0,2.41,3,6,0,0
0,0,2.02,5,5,0,0
0,1,0.73,4,3,2,1
1,1,0.34,11,2,2,1
0,1,0.73,7,2,3,0
0,1,0.78,2,0,4,0
1,1,0.44,12,4,3,1
0,0,1.84,11,5,2,0
1,1,0.94,13,4,3,1
0,1,0.87,7,1,1,0
0,1,0.51,12,8,1,1
0,0,1.7,2,2,1,0
1,1,0.94,3,6,4,1
0,0,1.1,5,4,2,0
1,1,0.87,7,3,1,1
0,0,2.23,13,4,3,0
1,0,1.99,6,6,2,0
0,1,0.83,12,5,2,0
1,1,0.83,7,3,0,1
1,1,0.85,11,1,0,1
1,0,1.36,6,3,1,0
0,0,2.44,13,3,0,0
0,1,0.46,12,3,2,1
0,1,0.93,1,3,0,0
1,1,0.42,5,3,1,1
1,1,0.78,12,8,0,1
1,1,0.67,1,7,1,1
0,1,0.36,7,7,1,0
0,1,0.5,4,5,1,1
0,1,0.66,5,4,2,0
1,0,1.78,1,5,2,1
1,1,0.8,8,6,2,1
1,1,0.74,4,2,1,1
0,1,0.65,3,6,0,1
1,1,0.51,1,5,3,1
1,0,2.47,4,8,1,0
0,1,0.59,3,5,1,1
1,1,0.32,8,4,2,1
1,0,2.16,9,7,1,1
1,0,2.13,12,5,0,0
1,0,2.35,5,2,0,0
0,1,0.33,9,3,1,1
0,1,0.71,1,2,2,0
1,1,0.68,7,8,2,1
0,0,2.17,11,3,3,0
1,1,0.96,14,3,2,1
1,0,2.27,7,1,3,0
1,0,1.08,6,7,2,1
1,1,0.3,4,3,0,1
0,1,0.92,13,4,1,0
0,0,1.44,11,5,2,0
0,0,1.74,9,5,2,0
1,0,1.68,14,3,1,0
0,1,0.82,3,5,3,1
0,1,0.58,11,2,1,1
1,1,0.35,11,2,1,1
1,1,0.84,1,2,1,1
0,1,0.35,2,3,1,1
0,0,1.61,3,2,2,0
1,1,0.34,2,7,1,1
0,1,0.64,6,4,0,1
0,0,2.37,13,4,1,0
0,0,2.06,14,5,1,0
1,0,1.08,7,3,0,0
0,0,2.26,5,5,3,0
1,1,0.85,5,8,3,1
1,1,0.95,7,6,4,1
1,1,0.56,6,3,2,1
0,1,0.65,12,5,0,0
1,1,0.55,8,5,3,1
1,1,0.48,9,1,1,1
1,0,1.99,2,7,2,1
1,0,1.35,12,5,2,0
1,1,0.6,2,9,1,1
1,0,1.05,1,4,1,0
1,0,1.45,7,3,3,0
1,1,0.94,11,2,0,1
0,1,0.77,14,2,2,0
0,0,1.45,4,3,1,0
0,1,0.85,9,0,1,0
1,1,0.75,6,5,3,1
1,0,1.67,12,5,3,0
1,0,1.16,7,4,3,0
1,1,0.33,13,4,1,1
1,0,1.08,7,6,2,0
1,0,1.84,8,0,2,0
0,1,0.52,4,4,1,1
1,1,0.57,3,3,1,1
0,0,1.56,3,7,1,0
0,0,1.03,10,3,1,0
0,0,2.26,8,4,1,0
0,1,0.49,12,4,0,1
1,0,1.1,13,3,1,0
1,1,0.31,3,3,2,1
0,1,0.37,8,3,1,1
1,0,1.59,2,3,1,0
1,1,0.69,5,6,0,1
0,1,0.34,5,4,3,1
1,1,0.4,7,4,3,1
0,0,2.47,5,6,0,0
1,1,0.74,9,10,3,1
1,1,0.73,3,4,1,1
0,1,0.69,9,4,1,1
0,0,1.75,1,4,3,0
1,1,0.56,3,1,1,1
1,0,2.48,4,2,2,0
0,0,2.06,6,4,2,0
1,1,0.93,10,2,2,1
1,1,0.99,8,7,2,1
1,1,0.75,7,5,2,1
1,1,0.94,8,2,2,1
1,1,0.75,6,3,3,1
1,1,0.32,6,2,3,1
1,1,1.0,14,6,1,1
0,1,0.37,6,3,4,1
0,1,0.78,3,3,1,1
0,1,0.48,14,3,0,0
1,1,0.57,10,3,1,1
1,1,0.75,4,3,0,1
0,1,0.61,11,6,0,1
1,0,1.89,6,7,2,0
1,0,1.81,13,4,3,0
0,1,0.54,7,2,3,0
1,0,1.63,3,8,3,0
0,0,2.01,4,5,1,0
0,1,0.62,6,3,3,0
1,0,1.41,1,7,6,1
1,0,2.26,11,1,0,0
0,1,0.41,7,3,1,1
1,1,0.45,13,4,1,1
1,1,0.56,11,3,2,1
0,1,0.92,1,5,0,0
0,1,0.39,11,4,1,1
1,1,0.39,13,4,0,1
0,1,0.65,12,5,1,1
1,0,1.65,13,2,0,0
1,0,1.7,12,4,1,0
1,1,0.62,13,4,2,1
0,1,0.6,10,0,2,0
1,1,0.38,11,5,0,1
1,1,0.4,11,5,2,1
0,1,0.87,9,3,3,0
0,1,0.92,10,3,1,0
0,1,0.46,9,5,0,1
1,0,1.03,11,4,1,1
1,1,0.34,9,3,0,1
0,0,1.51,4,1,0,0
1,1,0.8,2,5,3,1
0,1,0.56,7,7,1,0
1,1,0.78,13,2,1,1
0,1,0.8,4,6,1,1
1,1,0.95,14,4,2,1
1,1,0.35,5,4,0,1
1,1,0.43,1,7,1,1
0,1,0.35,11,4,1,1
0,1,0.91,12,2,0,1
1,1,0.85,10,0,1,1
0,0,1.1,13,3,2,0
0,1,0.36,6,7,3,1
0,1,0.49,12,3,1,1
1,1,0.51,7,3,2,1
1,1,0.69,3,3,2,1
1,1,0.48,10,3,0,1
0,1,0.35,2,3,2,1
0,1,0.81,13,1,1,0
1,1,0.51,12,5,2,1
1,0,1.55,12,3,1,0
0,1,0.39,10,6,3,1
1,0,2.17,7,3,3,0
0,0,2.46,1,5,2,0
1,1,0.93,2,6,0,1
0,0,1.62,3,2,0,0
1,1,0.96,4,4,2,1
1,1,0.92,5,3,0,1
1,1,0.7,4,4,0,1
0,1,0.95,10,6,2,1
1,0,1.7,3,5,1,1
1,1,0.56,1,5,1,1
0,0,2.16,7,6,0,0
1,1,0.71,12,0,2,1
1,1,0.81,10,1,2,1
1,1,0.84,6,1,2,1
1,1,0.4,2,5,2,1
0,1,0.61,2,7,2,1
1,1,0.42,3,8,0,1
0,1,0.76,8,4,1,0
1,0,1.92,8,4,2,0
1,1,0.93,10,7,3,1
1,1,0.46,10,2,2,1
0,1,0.5,10,3,1,1
0,0,1.22,12,2,1,0
1,1,0.62,10,6,3,1
1,0,1.78,11,3,1,0
1,0,1.18,14,4,2,0
1,1,0.36,12,4,1,1
1,1,0.99,8,4,1,1
0,1,0.71,7,4,0,0
0,1,0.48,14,5,6,1
0,1,0.69,2,7,0,1
0,0,2.49,1,5,0,0
1,1,0.86,6,10,0,1
1,0,1.18,11,3,3,0
1,1,0.91,8,2,1,1
0,0,1.28,1,6,2,0
0,0,1.9,3,1,1,0
0,1,0.32,1,8,4,1
0,0,1.71,10,2,1,0
1,0,1.16,9,8,2,0
0,1,0.62,7,3,2,1
1,0,1.13,14,9,1,0
0,0,2.03,8,4,1,0
1,1,0.31,9,3,3,1
1,1,0.35,3,6,2,1
0,1,0.46,10,6,2,1
1,1,0.32,11,4,2,1
1,1,0.65,2,2,1,1
1,1,0.52,6,3,2,1
0,1,0.43,5,3,2,1
1,0,1.23,4,3,1,0
1,1,0.44,6,3,0,1
1,1,0.78,6,3,2,1
1,1,0.54,12,1,0,1
1,0,2.3,3,2,1,1
1,0,1.28,14,6,0,0
1,1,0.33,2,2,3,1
1,0,1.1,9,7,0,0
1,1,0.9,8,6,3,1
1,1,0.71,14,2,2,1
1,1,0.49,4,8,3,1
1,0,2.11,6,2,1,0
0,1,0.78,3,6,0,0
1,1,0.92,11,4,1,1
1,1,0.33,8,3,1,1
1,0,1.14,3,9,2,0
1,0,1.83,2,4,1,0
0,1,0.46,7,6,2,1
1,0,2.29,14,3,1,0
0,1,0.45,3,8,7,1
1,1,0.44,13,3,2,1
1,1,0.39,9,4,1,1
1,1,0.95,3,2,1,1
0,0,1.37,8,5,2,0
1,0,1.52,2,4,2,0
0,0,2.2,9,5,1,0
0,0,1.88,1,2,0,0
0,1,0.83,12,7,2,0
0,0,2.23,3,3,0,0
1,1,0.37,11,1,2,1
1,1,0.89,14,2,1,1
0,1,0.59,2,2,4,1
1,0,2.1,13,6,1,1
0,0,2.39,14,6,0,0
1,0,2.13,13,3,3,1
1,1,0.85,12,1,0,1
1,0,1.23,7,5,3,1
1,1,0.95,5,6,1,1
1,1,0.47,8,2,2,1
0,1,0.6,2,2,3,1
1,1,0.31,8,2,2,1
0,0,1.44,7,6,1,0
1,1,0.41,12,3,1,1
1,1,0.9,11,5,2,1
1,1,0.53,5,5,1,1
0,1,0.56,2,3,1,1
1,1,0.33,10,6,3,1
0,0,2.33,11,3,2,0
1,0,1.01,7,4,1,0
0,0,2.03,10,2,2,0
0,0,2.15,4,5,2,0
1,0,1.32,4,4,1,0
1,1,0.56,8,4,3,1
0,1,0.42,6,6,4,1
0,1,0.48,9,3,0,0
1,1,0.91,11,3,2,1
1,1,0.61,2,7,2,1
1,0,2.23,5,5,3,0
0,0,2.16,6,7,0,0
0,1,0.4,8,6,1,1
0,0,2.04,4,2,2,0
0,0,1.01,11,5,2,0
1,0,2.4,7,4,3,0
1,0,1.83,11,2,1,0
0,1,0.64,7,4,1,0
0,1,0.84,4,6,1,1
0,1,0.96,1,5,1,0
1,1,0.38,3,4,2,1
1,1,0.53,2,1,2,1
0,0,2.36,13,4,3,0
0,0,1.88,13,4,3,0
1,0,1.26,12,5,1,0
1,1,0.83,3,3,1,1
1,1,0.64,5,3,2,1
0,1,0.68,11,3,2,0
0,0,2.48,12,5,2,0
1,1,0.69,1,2,1,1
0,1,0.85,5,7,1,1
0,1,0.7,2,2,1,1
1,1,0.49,14,4,0,1
0,1,0.77,4,2,2,0
1,1,0.55,6,8,1,1
0,1,0.68,9,3,2,0
0,0,2.18,10,5,0,0
1,1,0.57,6,5,1,1
0,0,2.03,10,3,0,0
1,0,1.37,13,3,1,0
1,1,0.3,11,4,1,1
0,1,0.95,12,6,2,0
1,0,2.48,2,4,2,0
0,1,0.79,8,4,2,0
1,0,2.33,5,6,2,0
0,1,0.63,9,2,1,0
1,1,0.88,10,8,2,1
0,1,0.42,9,7,1,1
1,1,0.41,4,3,2,1
1,1,0.76,13,4,1,1
1,1,0.91,1,3,2,1
0,0,1.89,11,5,1,0
0,1,0.75,14,2,2,0
1,1,0.67,9,2,1,1
1,1,0.53,9,3,3,1
0,0,2.37,8,5,2,0
1,0,1.59,5,3,0,0
0,0,1.66,5,2,0,0
1,1,0.67,10,1,3,1
0,1,0.73,6,0,1,0
0,0,1.58,1,2,5,0
1,1,0.98,9,2,2,1
0,1,0.7,5,5,2,1
1,0,1.36,7,2,0,0
1,1,0.31,11,3,3,1
0,1,0.7,8,2,2,0
0,1,0.8,5,4,2,0
1,1,0.82,3,4,1,1
0,0,1.57,6,2,1,0
1,1,0.3,7,5,0,1
1,0,1.02,13,4,1,0
1,0,1.72,14,4,1,0
0,1,0.32,4,2,0,1
0,1,0.98,9,7,3,0
0,1,0.46,14,4,1,0
0,0,1.97,11,1,0,0
1,1,0.34,4,2,1,1
1,1,0.67,11,1,0,1
0,1,0.57,10,5,1,0
0,1,0.33,2,4,1,1
0,1,0.53,9,3,4,1
1,1,0.57,4,3,0,1
0,0,1.07,4,6,0,0
1,1,0.45,10,6,1,1
0,0,1.85,1,5,0,0
1,0,2.2,14,3,5,1
1,0,1.66,2,5,1,0
0,0,2.44,12,6,0,0
0,0,1.41,3,3,2,0
1,0,2.12,7,5,0,0
0,0,1.63,12,2,1,0
1,1,0.38,9,3,3,1
1,0,2.21,12,5,1,0
1,1,0.87,5,3,1,1
1,0,1.15,4,3,2,0
0,1,0.79,13,6,2,1
0,1,0.82,2,4,0,1
1,1,0.48,14,5,1,1
0,1,0.91,13,6,0,1
1,0,1.09,12,3,0,0
0,1,0.45,14,4,1,1
0,1,0.91,7,5,4,1
1,1,0.59,6,3,3,1
0,1,0.83,12,3,0,0
1,0,2.07,12,1,1,0
1,1,0.57,7,5,1,1
1,0,1.25,8,6,1,0
1,1,0.71,9,9,2,1
1,0,1.88,10,3,1,0
1,1,0.38,5,5,2,1
0,0,1.96,11,4,0,0
1,0,2.07,5,4,2,0
1,1,0.9,4,2,2,1
1,1,0.55,11,3,1,1
1,1,0.75,3,5,1,1
0,0,1.25,13,7,0,0
1,0,1.25,7,2,3,1
1,1,0.7,13,5,5,1
0,1,0.84,13,1,1,0
1,1,0.83,5,3,0,1
1,1,0.67,7,6,2,1
1,1,0.74,2,7,4,1
1,1,0.83,9,5,3,1
1,1,0.89,9,9,2,1
0,1,0.83,13,5,3,1
1,1,0.55,9,0,0,1
0,1,1.0,13,5,1,0
1,1,0.6,13,4,1,1
1,0,1.88,5,5,2,0
0,0,1.7,14,2,4,0
0,0,1.57,10,9,0,0
1,1,0.39,12,2,0,1
0,0,2.03,9,5,0,0
1,0,2.08,1,4,2,0
0,1,0.78,2,4,4,0
0,1,0.35,10,3,0,1
1,1,0.44,5,2,1,1
1,1,0.37,5,1,5,1
1,1,0.34,6,3,1,1
0,1,0.49,14,6,2,1
1,1,0.7,8,3,1,1
1,1,0.98,12,7,2,1
1,0,1.02,1,1,2,0
1,1,0.91,10,7,1,1
1,0,1.5,12,6,1,0
1,0,1.63,9,3,3,0
0,1,0.35,4,4,0,1
1,0,2.27,8,7,1,0
0,1,0.35,12,4,0,1
1,1,0.69,13,3,2,1
0,1,0.47,12,5,1,1
1,1,0.47,5,1,1,1
1,1,0.99,1,7,1,1
0,0,1.37,14,9,0,0
0,1,0.89,9,4,3,0
0,1,0.7,8,6,0,0
1,1,0.91,5,2,3,1
1,1,0.75,14,3,0,1
0,0,1.77,11,8,2,0
1,0,1.63,14,1,1,0
0,0,2.19,4,2,3,0
1,1,0.78,8,7,2,1
1,1,0.58,9,5,1,1
0,1,0.92,7,2,1,0
1,1,0.99,4,4,0,1
0,1,0.65,7,0,0,0
0,1,0.57,6,3,0,0
0,0,2.08,11,4,1,0
0,0,1.48,12,7,1,0
1,1,0.75,3,8,1,1
1,1,0.33,10,5,1,1
1,1,0.68,3,4,2,1
0,0,2.09,1,6,1,0
0,1,0.84,14,5,0,0
1,0,1.57,13,4,0,0
1,0,1.1,5,2,1,0
0,1,0.86,8,1,3,0
1,0,1.98,12,4,4,0
1,0,1.27,6,2,1,1
1,0,1.56,8,3,2,1
1,0,2.4,7,0,1,0
0,1,0.54,2,5,1,1
0,1,1.0,8,4,3,1
1,0,2.39,4,4,1,0
0,0,2.46,11,6,3,0
1,0,2.35,5,2,0,0
1,1,0.54,11,7,2,1
0,0,2.44,13,4,2,0
1,1,0.46,8,1,4,1
0,0,2.26,5,9,5,0
1,0,1.03,5,6,3,0
1,1,0.47,6,5,0,1
1,1,0.56,7,1,1,1
1,0,2.15,9,11,1,0
1,1,0.67,14,2,1,1
1,1,0.92,11,9,0,1
1,1,0.57,7,4,0,1
0,1,0.94,6,6,2,1
0,1,0.61,12,5,0,1
0,1,0.82,10,5,2,0
0,0,1.14,4,3,0,0
1,1,0.94,14,6,2,1
1,1,0.34,11,4,1,1
1,0,1.53,10,4,1,0
0,0,1.47,12,6,0,0
1,0,1.32,2,2,0,0
0,1,0.75,11,4,2,0
1,1,0.96,13,5,1,1
1,1,0.38,11,1,1,1
0,0,1.77,9,2,1,0
0,1,0.43,10,5,2,1
0,1,0.93,11,4,0,1
1,1,0.98,5,6,3,1
1,1,0.64,5,5,2,1
1,1,0.37,11,5,1,1
0,1,0.85,12,3,1,1
1,1,0.79,3,9,2,1
1,1,0.55,13,5,1,1
1,1,0.92,3,2,1,1
0,1,0.98,1,6,1,0
0,0,2.08,12,2,1,0
1,0,2.44,11,1,2,0
0,0,1.26,5,3,0,0
0,1,0.71,3,4,4,0
0,1,0.61,11,4,0,1
1,0,2.09,2,1,1,0
1,0,1.86,11,2,1,0
1,1,0.48,9,2,4,1
1,1,0.44,13,6,1,1
1,1,0.68,14,3,3,1
0,1,0.72,10,5,2,1
1,1,0.73,6,2,0,1
0,1,0.57,3,5,2,1
1,1,0.59,7,6,2,1
0,0,2.4,12,3,3,0
0,1,0.63,9,5,0,1
0,0,1.62,9,2,1,0
0,1,0.61,1,2,1,0
0,1,0.75,2,5,2,1
0,1,0.34,8,5,0,0
1,0,1.74,11,6,2,0
1,1,0.9,1,3,1,1
1,0,1.09,11,8,2,1
1,0,2.17,12,4,2,0
1,0,1.97,11,2,1,0
1,1,0.7,14,5,2,1
1,1,0.62,3,4,0,1
0,1,0.69,11,2,1,1
0,1,0.41,7,6,0,1
1,1,0.9,8,6,1,1
1,1,0.94,5,2,1,1
1,1,0.61,14,3,0,1
0,1,0.5,2,4,0,1
0,1,0.4,3,4,2,1
1,1,0.78,9,5,2,1
0,1,0.52,13,6,0,1
1,1,0.94,11,4,1,1
1,0,2.38,13,4,0,0
1,0,2.04,10,2,1,0
1,1,0.69,7,3,1,1
1,0,1.29,13,4,1,1
1,0,1.35,1,3,1,0
1,1,0.74,3,0,1,1
1,0,1.35,9,1,1,0
0,1,0.68,7,3,2,1
0,1,0.8,12,2,1,0
0,1,0.34,13,0,1,1
1,0,1.94,13,4,3,0
1,0,1.44,13,2,1,0
1,1,0.84,14,6,1,1
0,0,1.13,2,2,0,0
0,0,1.2,6,3,2,0
1,0,2.26,9,3,1,0
0,0,1.99,4,3,0,0
1,0,1.11,10,5,3,1
1,1,0.96,2,3,2,1
1,0,1.43,3,7,1,1
0,0,1.87,7,1,2,0
0,1,0.54,4,2,0,0
0,1,0.98,7,4,2,1
1,0,1.48,5,2,0,0
1,0,1.22,14,2,3,0
0,1,0.6,8,4,1,1
1,1,0.53,8,1,0,1
1,1,0.75,5,2,2,1
0,1,0.39,7,6,5,1
1,0,2.11,11,3,4,0
1,1,0.99,6,7,2,1
0,0,2.42,13,3,1,0
0,1,0.9,8,6,2,0
1,1,0.55,9,6,3,1
1,1,0.53,5,4,3,1
1,0,1.95,7,5,0,0
1,0,1.53,14,3,3,0
1,1,0.96,1,5,1,1
0,1,0.4,11,2,0,1
1,1,0.93,8,8,1,1
1,0,1.79,3,6,1,0
0,0,1.18,1,7,1,0
1,1,0.41,6,1,1,1
1,0,1.55,14,4,2,1
0,1,0.8,13,2,1,0
1,1,0.5,8,6,0,1
0,1,0.8,11,3,1,0
0,1,0.69,3,3,1,0
0,1,0.38,1,3,1,1
1,0,2.37,3,5,1,1
1,1,0.62,5,5,2,1
0,0,1.27,11,2,1,0
1,1,0.65,8,3,2,1
0,0,1.42,9,6,2,0
1,1,0.51,13,4,3,1
1,0,2.07,12,1,2,0
1,0,2.18,9,4,0,0
1,1,0.61,4,5,1,1
0,0,1.88,8,3,0,0
0,1,0.77,11,5,2,1
1,1,0.78,5,4,2,1
1,0,1.05,3,1,3,1
0,1,0.54,5,4,1,1
0,0,1.07,2,4,2,0
0,0,1.93,11,4,2,0
1,1,0.47,11,5,2,1
0,1,0.34,11,4,1,1
1,0,1.08,6,7,1,0
1,1,0.82,1,5,4,1
1,1,0.36,6,1,0,1
0,1,0.31,13,4,4,1
1,0,2.15,5,2,2,0
0,1,0.61,13,3,0,0
1,1,0.85,9,3,1,1
1,1,0.95,13,4,1,1
0,1,0.72,14,3,0,1
1,1,0.43,7,2,0,1
1,0,1.83,6,3,1,0
1,1,0.97,11,2,2,1
0,1,0.71,12,8,1,1
1,0,1.66,7,7,3,1
1,1,0.54,10,7,0,1
1,1,0.57,5,4,1,1
1,1,0.81,1,3,2,1
0,1,0.95,9,3,3,0
1,0,2.4,5,3,2,0
1,1,0.85,4,4,0,1
1,1,0.42,6,5,2,1
1,1,0.45,5,3,0,1
0,1,0.67,1,5,0,1
0,1,0.42,2,5,1,1
0,1,0.74,4,7,1,0
0,1,0.5,8,5,2,0
1,1,0.85,5,4,3,1
0,1,0.87,7,2,1,0
0,1,0.62,2,5,1,1
1,0,2.24,8,3,1,0
1,0,2.26,5,2,0,0
1,1,0.99,4,4,1,1
1,0,2.09,9,10,0,0
0,1,0.33,6,3,1,1
1,0,1.59,14,2,0,0
1,1,0.52,4,6,1,1
0,0,2.27,8,4,1,0
1,0,1.75,3,1,2,0
1,1,0.89,14,1,1,1
0,1,0.48,13,8,0,1
0,1,0.53,10,3,4,0
0,1,0.47,2,3,3,1
0,1,0.94,7,8,0,0
1,0,1.31,14,1,1,0
1,1,0.76,12,6,3,1
0,1,0.59,4,3,2,0
1,1,0.74,4,2,1,1
1,0,1.74,10,6,1,0
1,1,0.54,9,7,0,1
1,0,1.58,2,4,7,1
0,1,0.71,1,5,2,1
1,1,0.51,7,5,2,1
1,0,1.06,12,4,1,0
1,1,0.56,8,4,0,1
1,0,1.98,3,7,0,0
0,1,0.74,2,6,0,0
1,0,1.95,4,2,1,0
0,1,0.33,2,6,1,1
1,0,1.78,12,6,3,1
1,1,0.44,2,4,5,1
0,1,0.65,5,4,1,0
1,1,0.6,10,4,2,1
0,0,1.66,5,3,2,0
1,1,0.47,8,5,2,1
1,0,1.32,9,4,1,0
1,1,0.92,2,2,1,1
1,0,2.47,1,2,0,0
1,1,0.97,3,4,3,1
1,0,1.96,6,1,1,0
1,0,1.87,14,8,1,0
1,0,1.85,5,5,2,0
0,1,0.44,8,1,3,1
1,0,1.76,8,3,1,1
0,1,0.79,2,2,1,0
1,1,0.96,14,4,0,1
0,1,0.43,9,2,3,1
0,1,0.75,14,5,1,0
1,0,1.63,14,4,2,0
1,1,0.95,4,5,0,1
0,0,2.47,14,4,2,0
0,1,0.98,1,4,5,1
1,0,2.35,14,2,2,0
1,1,0.54,2,5,0,1
0,1,0.68,14,2,5,0
0,1,0.57,11,7,1,1
1,0,1.57,6,3,3,0
0,1,0.81,5,4,2,1
1,0,1.7,12,3,2,0
1,1,0.82,7,5,3,1
1,1,0.54,9,5,3,1
0,1,0.67,6,4,2,0
1,1,0.55,6,7,0,1
1,1,0.31,2,4,3,1
1,1,0.69,7,5,2,1
1,1,0.39,2,9,3,1
1,1,0.36,13,3,0,1
